resource_id,language_id,english_name,translation
1,7,Canalave City,
2,7,Eterna City,
3,7,Pastoria City,
4,7,Sunyshore City,
5,7,Pokémon League,
6,7,Oreburgh Mine,
7,7,Valley Windworks,
8,7,Eterna Forest,
9,7,Fuego Ironworks,
10,7,Mt. Coronet,
11,7,Great Marsh,
12,7,Solaceon Ruins,
13,7,Victory Road,
14,7,Ravaged Path,
15,7,Oreburgh Gate,
16,7,Stark Mountain,
17,7,Spring Path,
18,7,Turnback Cave,
19,7,Snowpoint Temple,
20,7,Wayward Cave,
22,7,Ruin Maniac Cave,
23,7,Trophy Garden,
24,7,Iron Island,
25,7,Old Chateau,
26,7,Lake Verity,
27,7,Lake Valor,
28,7,Lake Acuity,
29,7,Valor Lakefront,
30,7,Acuity Lakefront,
31,7,Route 201,
32,7,Route 202,
33,7,Route 203,
34,7,Route 204,
35,7,Route 205,
36,7,Route 206,
37,7,Route 207,
38,7,Route 208,
39,7,Route 209,
40,7,Lost Tower,
41,7,Route 210,
42,7,Route 211,
43,7,Route 212,
44,7,Route 213,
45,7,Route 214,
46,7,Route 215,
47,7,Route 216,
48,7,Route 217,
49,7,Route 218,
50,7,Route 219,
51,7,Route 221,
52,7,Route 222,
53,7,Route 224,
54,7,Route 225,
55,7,Route 227,
56,7,Route 228,
57,7,Route 229,
58,7,Twinleaf Town,
59,7,Celestic Town,
60,7,Resort Area,
61,7,Sea Route 220,
62,7,Sea Route 223,
63,7,Sea Route 226,
64,7,Sea Route 230,
65,7,Blackthorn City,
66,7,Burned Tower,
67,7,Celadon City,
68,7,Cerulean City,
69,7,Cherrygrove City,
70,7,Cianwood City,
71,7,Cinnabar Island,
72,7,Dark Cave,
73,7,Diglett's Cave,
74,7,Dragon's Den,
75,7,Ecruteak City,
76,7,Fuchsia City,
77,7,Ice Path,
78,7,Ilex Forest,
79,7,Lake of Rage,
80,7,Mt. Moon,
81,7,Mt. Mortar,
82,7,Mt. Silver,
83,7,National Park,
84,7,New Bark Town,
85,7,Olivine City,
86,7,Pallet Town,
87,7,Rock Tunnel,
88,7,Route 1,
89,7,Route 10,
90,7,Route 11,
91,7,Route 12,
92,7,Route 13,
93,7,Route 14,
94,7,Route 15,
95,7,Route 16,
96,7,Route 17,
97,7,Route 18,
98,7,Sea Route 19,
99,7,Route 2,
100,7,Sea Route 20,
101,7,Sea Route 21,
102,7,Route 22,
103,7,Route 24,
104,7,Route 25,
105,7,Route 26,
106,7,Route 27,
107,7,Route 28,
108,7,Route 29,
109,7,Route 3,
110,7,Route 30,
111,7,Route 31,
112,7,Route 32,
113,7,Route 33,
114,7,Route 34,
115,7,Route 35,
116,7,Route 36,
117,7,Route 37,
118,7,Route 38,
119,7,Route 39,
120,7,Route 4,
121,7,Sea Route 40,
122,7,Sea Route 41,
123,7,Route 42,
124,7,Route 43,
125,7,Route 44,
126,7,Route 45,
127,7,Route 46,
128,7,Route 47,
129,7,Route 48,
130,7,Route 5,
131,7,Route 6,
132,7,Route 7,
133,7,Route 8,
134,7,Route 9,
135,7,Ruins of Alph,
136,7,Seafoam Islands,
137,7,Slowpoke Well,
138,7,Sprout Tower,
139,7,Bell Tower,
140,7,Tohjo Falls,
141,7,Union Cave,
147,7,Cerulean Cave,
148,7,Unknown; all Poliwag,
149,7,Unknown; all Rattata,
150,7,Unknown; all bugs,
151,7,Vermilion City,
152,7,Victory Road,
153,7,Violet City,
154,7,Viridian City,
155,7,Viridian Forest,
156,7,Whirl Islands,
157,7,Route 23,
158,7,Power Plant,
159,7,Victory Road,
160,7,Pokémon Tower,
161,7,Pokémon Mansion,
162,7,Safari Zone,
163,7,Sandgem Town,
164,7,Floaroma Town,
165,7,Solaceon Town,
167,7,Jubilife City,
168,7,Oreburgh City,
169,7,Hearthome City,
170,7,Veilstone City,
171,7,Snowpoint City,
172,7,Spear Pillar,
173,7,Pal Park,
174,7,Amity Square,
175,7,Floaroma Meadow,
177,7,Fullmoon Island,
178,7,Sendoff Spring,
179,7,Flower Paradise,
180,7,Maniac Tunnel,
181,7,Galactic HQ,
182,7,Verity Lakefront,
183,7,Newmoon Island,
184,7,Battle Tower,
185,7,Fight Area,
186,7,Survival Area,
187,7,Seabreak Path,
188,7,Hall of Origin,
189,7,Hall of Origin,
190,7,Verity Cavern,
191,7,Valor Cavern,
192,7,Acuity Cavern,
193,7,Jubilife TV,
194,7,Pokétch Co.,
195,7,GTS,
196,7,Trainers’ School,
197,7,Mining Museum,
198,7,Flower Shop,
199,7,Cycle Shop,
200,7,Contest Hall,
201,7,Poffin House,
202,7,Foreign Building,
203,7,Pokémon Day Care,
204,7,Veilstone Store,
205,7,Game Corner,
206,7,Canalave Library,
207,7,Vista Lighthouse,
208,7,Sunyshore Market,
209,7,Footstep House,
210,7,Café,
211,7,Grand Lake,
212,7,Restaurant,
213,7,Battle Park,
214,7,Battle Frontier,
215,7,Battle Factory,
216,7,Battle Castle,
217,7,Battle Arcade,
218,7,Battle Hall,
219,7,Distortion World,
220,7,Global Terminal,
221,7,Villa,
222,7,Battleground,
223,7,ROTOM's Room,
224,7,T.G. Eterna Bldg,
225,7,Iron Ruins,
226,7,Iceberg Ruins,
227,7,Rock Peak Ruins,
228,7,Azalea Town,
229,7,Goldenrod City,
230,7,Mahogany Town,
231,7,Pewter City,
232,7,Lavender Town,
233,7,Indigo Plateau,
234,7,Saffron City,
236,7,Lighthouse,
237,7,Team Rocket HQ,
238,7,Goldenrod Tunnel,
239,7,Mt. Silver Cave,
241,7,Pokéathlon Dome,
242,7,S.S. Aqua,
243,7,Safari Zone Gate,
244,7,Cliff Cave,
245,7,Frontier Access,
246,7,Bellchime Trail,
247,7,Sinjoh Ruins,
248,7,Embedded Tower,
249,7,Pokéwalker,
250,7,Cliff Edge Gate,
252,7,Radio Tower,
253,7,Day-Care Couple,
254,7,Link trade (arrive),
255,7,Link trade (met),
256,7,Kanto,
257,7,Johto,
258,7,Hoenn,
259,7,Sinnoh,
260,7,Distant land,
261,7,Traveling Man,
262,7,Riley,
263,7,Cynthia,
264,7,Mystery Zone,
265,7,Lovely place,
266,7,Pokémon Ranger,
267,7,Faraway place,
268,7,Pokémon Movie,
269,7,Pokémon Movie 06,
270,7,Pokémon Movie 07,
271,7,Pokémon Movie 08,
272,7,Pokémon Movie 09,
273,7,Pokémon Movie 10,
274,7,Pokémon Movie 11,
275,7,Pokémon Movie 12,
276,7,Pokémon Movie 13,
277,7,Pokémon Movie 14,
278,7,Pokémon Movie 15,
279,7,Pokémon Movie 16,
280,7,Pokémon Cartoon,
281,7,Space World,
282,7,Space World 06,
283,7,Space World 07,
284,7,Space World 08,
285,7,Space World 09,
286,7,Space World 10,
287,7,Space World 11,
288,7,Space World 12,
289,7,Space World 13,
290,7,Space World 14,
291,7,Space World 15,
292,7,Space World 16,
293,7,Pokémon Festa,
294,7,Pokémon Festa 06,
295,7,Pokémon Festa 07,
296,7,Pokémon Festa 08,
297,7,Pokémon Festa 09,
298,7,Pokémon Festa 10,
299,7,Pokémon Festa 11,
300,7,Pokémon Festa 12,
301,7,Pokémon Festa 13,
302,7,Pokémon Festa 14,
303,7,Pokémon Festa 15,
304,7,Pokémon Festa 16,
305,7,POKéPARK,
306,7,POKéPARK 06,
307,7,POKéPARK 07,
308,7,POKéPARK 08,
309,7,POKéPARK 09,
310,7,POKéPARK 10,
311,7,POKéPARK 11,
312,7,POKéPARK 12,
313,7,POKéPARK 13,
314,7,POKéPARK 14,
315,7,POKéPARK 15,
316,7,POKéPARK 16,
317,7,Pokémon Center,
318,7,PC Tokyo,
319,7,PC Osaka,
320,7,PC Fukuoka,
321,7,PC Nagoya,
322,7,PC Sapporo,
323,7,PC Yokohama,
324,7,Nintendo World,
325,7,Pokémon Event,
326,7,Pokémon Event 06,
327,7,Pokémon Event 07,
328,7,Pokémon Event 08,
329,7,Pokémon Event 09,
330,7,Pokémon Event 10,
331,7,Pokémon Event 11,
332,7,Pokémon Event 12,
333,7,Pokémon Event 13,
334,7,Pokémon Event 14,
335,7,Pokémon Event 15,
336,7,Pokémon Event 16,
337,7,Wi-Fi Event,
338,7,Wi-Fi Gift,
339,7,Pokémon Fan Club,
340,7,Event Site,
341,7,Concert Event,
342,7,Mr. Pokémon,
343,7,Primo,
344,7,Mystery Zone,
345,7,Faraway place,
346,7,Nuvema Town,
347,7,Accumula Town,
348,7,Striaton City,
349,7,Nacrene City,
350,7,Castelia City,
351,7,Nimbasa City,
352,7,Driftveil City,
353,7,Mistralton City,
354,7,Icirrus City,
355,7,Opelucid City,
356,7,Route 1,
357,7,Route 2,
358,7,Route 3,
359,7,Route 4,
360,7,Route 5,
361,7,Route 6,
362,7,Route 7,
363,7,Route 8,
364,7,Route 9,
365,7,Route 10,
366,7,Route 11,
367,7,Route 12,
368,7,Route 13,
369,7,Route 14,
370,7,Route 15,
371,7,Route 16,
372,7,Route 17,
373,7,Route 18,
374,7,Dreamyard,
375,7,Pinwheel Forest,
376,7,Desert Resort,
377,7,Relic Castle,
378,7,Cold Storage,
379,7,Chargestone Cave,
380,7,Twist Mountain,
381,7,Dragonspiral Tower,
382,7,Victory Road,
383,7,Lacunosa Town,
384,7,Undella Town,
385,7,Anville Town,
386,7,Pokémon League,
387,7,N's Castle,
388,7,Royal Unova,
389,7,Gear Station,
390,7,Battle Subway,
391,7,Musical Theater,
392,7,Black City,
393,7,White Forest,
394,7,Unity Tower,
395,7,Wellspring Cave,
396,7,Mistralton Cave,
397,7,Rumination Field,
